sequence_id	class_fst_stage	class_snd_stage
scaffold_885	eukarya	n/a
scaffold_886	eukarya	n/a
scaffold_887	eukarya	n/a
scaffold_888	eukarya	n/a
scaffold_889	eukarya	n/a
scaffold_890	eukarya	n/a
scaffold_891	eukarya	n/a
scaffold_892	eukarya	n/a
scaffold_893	eukarya	n/a
scaffold_894	eukarya	n/a
scaffold_895	eukarya	n/a
scaffold_896	bacteria	n/a
scaffold_897	eukarya	n/a
scaffold_898	eukarya	n/a
scaffold_899	eukarya	n/a
scaffold_900	eukarya	n/a
scaffold_901	eukarya	n/a
scaffold_902	eukarya	n/a
scaffold_903	eukarya	n/a
scaffold_904	eukarya	n/a
scaffold_905	eukarya	n/a
scaffold_906	eukarya	n/a
scaffold_907	eukarya	n/a
scaffold_908	eukarya	n/a
scaffold_909	eukarya	n/a
scaffold_910	eukarya	n/a
scaffold_911	eukarya	n/a
scaffold_912	eukarya	n/a
scaffold_913	eukarya	n/a
scaffold_914	eukarya	n/a
scaffold_915	eukarya	n/a
scaffold_916	eukarya	n/a
scaffold_917	eukarya	n/a
scaffold_918	eukarya	n/a
scaffold_919	eukarya	n/a
scaffold_920	eukarya	n/a
scaffold_921	eukarya	n/a
scaffold_922	eukarya	n/a
scaffold_923	eukarya	n/a
scaffold_924	eukarya	n/a
scaffold_925	eukarya	n/a
scaffold_926	eukarya	n/a
scaffold_928	eukarya	n/a
scaffold_929	eukarya	n/a
scaffold_930	eukarya	n/a
scaffold_931	eukarya	n/a
scaffold_932	eukarya	n/a
scaffold_933	eukarya	n/a
scaffold_934	eukarya	n/a
scaffold_935	eukarya	n/a
scaffold_936	eukarya	n/a
scaffold_937	eukarya	n/a
scaffold_938	eukarya	n/a
scaffold_939	eukarya	n/a
scaffold_940	eukarya	n/a
scaffold_941	eukarya	n/a
scaffold_942	eukarya	n/a
scaffold_943	eukarya	n/a
scaffold_944	eukarya	n/a
scaffold_945	eukarya	n/a
scaffold_946	eukarya	n/a
scaffold_947	eukarya	n/a
scaffold_948	eukarya	n/a
scaffold_949	eukarya	n/a
scaffold_950	eukarya	n/a
scaffold_951	eukarya	n/a
scaffold_952	eukarya	n/a
scaffold_953	eukarya	n/a
scaffold_954	eukarya	n/a
scaffold_955	eukarya	n/a
scaffold_956	eukarya	n/a
scaffold_957	eukarya	n/a
scaffold_958	eukarya	n/a
scaffold_959	eukarya	n/a
scaffold_960	eukarya	n/a
scaffold_961	eukarya	n/a
scaffold_962	eukarya	n/a
scaffold_963	eukarya	n/a
scaffold_964	eukarya	n/a
scaffold_965	eukarya	n/a
scaffold_966	eukarya	n/a
scaffold_967	eukarya	n/a
scaffold_968	eukarya	n/a
scaffold_969	eukarya	n/a
scaffold_970	eukarya	n/a
scaffold_971	prokarya	n/a
scaffold_972	eukarya	n/a
scaffold_973	eukarya	n/a
scaffold_974	eukarya	n/a
scaffold_975	eukarya	n/a
scaffold_976	eukarya	n/a
scaffold_977	eukarya	n/a
scaffold_978	eukarya	n/a
scaffold_979	eukarya	n/a
scaffold_980	eukarya	n/a
scaffold_981	eukarya	n/a
scaffold_982	eukarya	n/a
scaffold_983	eukarya	n/a
scaffold_984	eukarya	n/a
scaffold_985	eukarya	n/a
scaffold_986	eukarya	n/a
scaffold_987	eukarya	n/a
scaffold_988	bacteria	n/a
scaffold_989	eukarya	n/a
scaffold_990	eukarya	n/a
scaffold_991	eukarya	n/a
scaffold_992	eukarya	n/a
scaffold_993	eukarya	n/a
scaffold_994	eukarya	n/a
scaffold_995	eukarya	n/a
scaffold_996	eukarya	n/a
scaffold_997	eukarya	n/a
scaffold_998	eukarya	n/a
scaffold_999	eukarya	n/a
scaffold_1000	eukarya	n/a
scaffold_1001	eukarya	n/a
scaffold_1002	eukarya	n/a
scaffold_1003	eukarya	n/a
scaffold_1004	eukarya	n/a
scaffold_1005	eukarya	n/a
scaffold_1006	eukarya	n/a
scaffold_1007	eukarya	n/a
scaffold_1008	eukarya	n/a
scaffold_1009	eukarya	n/a
scaffold_1010	eukarya	n/a
scaffold_1011	eukarya	n/a
scaffold_1012	eukarya	n/a
scaffold_1013	eukarya	n/a
scaffold_1014	eukarya	n/a
scaffold_1015	eukarya	n/a
scaffold_1016	eukarya	n/a
scaffold_1017	eukarya	n/a
scaffold_1018	eukarya	n/a
scaffold_1019	eukarya	n/a
scaffold_1020	eukarya	n/a
scaffold_1021	eukarya	n/a
scaffold_1022	eukarya	n/a
scaffold_1023	eukarya	n/a
scaffold_1024	eukarya	n/a
scaffold_1025	eukarya	n/a
scaffold_1026	eukarya	n/a
scaffold_1027	eukarya	n/a
scaffold_1028	eukarya	n/a
scaffold_1029	unknown	n/a
scaffold_1030	eukarya	n/a
scaffold_1031	eukarya	n/a
scaffold_1032	eukarya	n/a
scaffold_1033	eukarya	n/a
scaffold_1034	eukarya	n/a
scaffold_1035	eukarya	n/a
scaffold_1036	eukarya	n/a
scaffold_1037	eukarya	n/a
scaffold_1038	eukarya	n/a
scaffold_1039	eukarya	n/a
scaffold_1040	eukarya	n/a
scaffold_1041	eukarya	n/a
scaffold_1042	eukarya	n/a
scaffold_1043	eukarya	n/a
scaffold_1044	eukarya	n/a
scaffold_1045	eukarya	n/a
scaffold_1046	eukarya	n/a
scaffold_1047	eukarya	n/a
scaffold_1048	eukarya	n/a
scaffold_1049	eukarya	n/a
scaffold_1050	eukarya	n/a
scaffold_1051	eukarya	n/a
scaffold_1052	eukarya	n/a
scaffold_1053	eukarya	n/a
scaffold_1054	eukarya	n/a
scaffold_1055	eukarya	n/a
scaffold_1056	eukarya	n/a
scaffold_1057	eukarya	n/a
scaffold_1058	eukarya	n/a
scaffold_1059	eukarya	n/a
scaffold_1060	eukarya	n/a
scaffold_1061	archaea	n/a
scaffold_1062	eukarya	n/a
scaffold_1063	eukarya	n/a
scaffold_1064	eukarya	n/a
scaffold_1065	eukarya	n/a
scaffold_1066	eukarya	n/a
scaffold_1067	eukarya	n/a
scaffold_1068	eukarya	n/a
scaffold_1069	eukarya	n/a
scaffold_1070	eukarya	n/a
scaffold_1071	eukarya	n/a
scaffold_1072	eukarya	n/a
scaffold_1073	eukarya	n/a
scaffold_1074	eukarya	n/a
scaffold_1076	eukarya	n/a
scaffold_1077	eukarya	n/a
scaffold_1078	unknown	n/a
scaffold_1079	eukarya	n/a
scaffold_1080	eukarya	n/a
scaffold_1081	eukarya	n/a
scaffold_1082	eukarya	n/a
scaffold_1083	eukarya	n/a
scaffold_1084	eukarya	n/a
scaffold_1085	eukarya	n/a
scaffold_1086	eukarya	n/a
scaffold_1087	eukarya	n/a
scaffold_1088	eukarya	n/a
scaffold_1089	eukarya	n/a
scaffold_1090	eukarya	n/a
scaffold_1091	eukarya	n/a
scaffold_1092	eukarya	n/a
scaffold_1093	eukarya	n/a
scaffold_1094	eukarya	n/a
scaffold_1095	eukarya	n/a
scaffold_1096	eukarya	n/a
scaffold_1097	eukarya	n/a
scaffold_1098	eukarya	n/a
scaffold_1099	eukarya	n/a
scaffold_1100	eukarya	n/a
scaffold_1101	eukarya	n/a
scaffold_1102	eukarya	n/a
scaffold_1103	eukarya	n/a
scaffold_1104	eukarya	n/a
scaffold_1105	eukarya	n/a
scaffold_1106	eukarya	n/a
scaffold_1107	eukarya	n/a
scaffold_1108	eukarya	n/a
scaffold_1109	eukarya	n/a
scaffold_1110	eukarya	n/a
scaffold_1111	eukarya	n/a
scaffold_1112	eukarya	n/a
scaffold_1113	eukarya	n/a
scaffold_1114	eukarya	n/a
scaffold_1115	eukarya	n/a
scaffold_1116	eukarya	n/a
scaffold_1117	eukarya	n/a
scaffold_1118	eukarya	n/a
scaffold_1119	eukarya	n/a
scaffold_1120	eukarya	n/a
scaffold_1121	eukarya	n/a
scaffold_1122	eukarya	n/a
scaffold_1123	eukarya	n/a
scaffold_1124	eukarya	n/a
scaffold_1125	eukarya	n/a
scaffold_1126	eukarya	n/a
scaffold_1127	eukarya	n/a
scaffold_1128	eukarya	n/a
scaffold_1129	eukarya	n/a
scaffold_1130	eukarya	n/a
scaffold_1131	eukarya	n/a
scaffold_1132	eukarya	n/a
scaffold_1133	bacteria	n/a
scaffold_1134	eukarya	n/a
scaffold_1135	eukarya	n/a
scaffold_1136	eukarya	n/a
scaffold_1137	eukarya	n/a
scaffold_1138	eukarya	n/a
scaffold_1139	eukarya	n/a
scaffold_1140	eukarya	n/a
scaffold_1141	eukarya	n/a
scaffold_1142	eukarya	n/a
scaffold_1143	eukarya	n/a
scaffold_1144	eukarya	n/a
scaffold_1145	eukarya	n/a
scaffold_1146	eukarya	n/a
scaffold_1147	eukarya	n/a
scaffold_1148	eukarya	n/a
scaffold_1149	eukarya	n/a
scaffold_1150	eukarya	n/a
scaffold_1151	eukarya	n/a
scaffold_1152	eukarya	n/a
scaffold_1153	eukarya	n/a
scaffold_1154	eukarya	n/a
scaffold_1155	eukarya	n/a
scaffold_1156	eukarya	n/a
scaffold_1157	unknown	n/a
scaffold_1158	eukarya	n/a
scaffold_1159	bacteria	n/a
scaffold_1160	eukarya	n/a
scaffold_1161	eukarya	n/a
scaffold_1162	eukarya	n/a
scaffold_1163	eukarya	n/a
scaffold_1164	eukarya	n/a
scaffold_1165	eukarya	n/a
scaffold_1166	eukarya	n/a
scaffold_1167	eukarya	n/a
scaffold_1168	eukarya	n/a
scaffold_1169	eukarya	n/a
scaffold_1170	bacteria	n/a
scaffold_1171	eukarya	n/a
scaffold_1172	eukarya	n/a
scaffold_1173	eukarya	n/a
scaffold_1174	eukarya	n/a
scaffold_1175	eukarya	n/a
scaffold_1176	eukarya	n/a
scaffold_1177	eukarya	n/a
scaffold_1178	eukarya	n/a
scaffold_1179	eukarya	n/a
scaffold_1180	eukarya	n/a
scaffold_1181	eukarya	n/a
scaffold_1182	eukarya	n/a
scaffold_1183	eukarya	n/a
scaffold_1184	eukarya	n/a
scaffold_1185	eukarya	n/a
scaffold_1186	eukarya	n/a
scaffold_1187	eukarya	n/a
scaffold_1188	eukarya	n/a
scaffold_1189	eukarya	n/a
scaffold_1190	eukarya	n/a
scaffold_1191	eukarya	n/a
scaffold_1192	eukarya	n/a
scaffold_1193	eukarya	n/a
scaffold_1194	eukarya	n/a
scaffold_1195	eukarya	n/a
scaffold_1196	eukarya	n/a
scaffold_1197	eukarya	n/a
scaffold_1198	eukarya	n/a
scaffold_1199	eukarya	n/a
scaffold_1200	eukarya	n/a
scaffold_1201	eukarya	n/a
scaffold_1202	eukarya	n/a
scaffold_1203	eukarya	n/a
scaffold_1204	eukarya	n/a
scaffold_1205	eukarya	n/a
scaffold_1206	eukarya	n/a
scaffold_1207	eukarya	n/a
scaffold_1208	eukarya	n/a
scaffold_1209	eukarya	n/a
scaffold_1210	eukarya	n/a
scaffold_1211	eukarya	n/a
scaffold_1212	eukarya	n/a
scaffold_1213	eukarya	n/a
scaffold_1214	eukarya	n/a
scaffold_1215	eukarya	n/a
scaffold_1216	eukarya	n/a
scaffold_1217	eukarya	n/a
scaffold_1218	eukarya	n/a
scaffold_1219	eukarya	n/a
scaffold_1220	eukarya	n/a
scaffold_1221	eukarya	n/a
scaffold_1222	eukarya	n/a
scaffold_1223	eukarya	n/a
scaffold_1224	eukarya	n/a
scaffold_1225	eukarya	n/a
scaffold_1226	eukarya	n/a
scaffold_1227	eukarya	n/a
scaffold_1228	eukarya	n/a
scaffold_1229	eukarya	n/a
scaffold_1230	eukarya	n/a
scaffold_1231	eukarya	n/a
scaffold_1232	eukarya	n/a
scaffold_1233	eukarya	n/a
scaffold_1234	eukarya	n/a
scaffold_1235	eukarya	n/a
scaffold_1236	eukarya	n/a
scaffold_1237	eukarya	n/a
scaffold_1238	eukarya	n/a
scaffold_1239	eukarya	n/a
scaffold_1240	eukarya	n/a
scaffold_1241	eukarya	n/a
scaffold_1242	eukarya	n/a
scaffold_1243	eukarya	n/a
scaffold_1244	eukarya	n/a
scaffold_1245	eukarya	n/a
scaffold_1246	eukarya	n/a
scaffold_1247	eukarya	n/a
scaffold_1248	eukarya	n/a
scaffold_1249	eukarya	n/a
scaffold_1250	eukarya	n/a
scaffold_1251	eukarya	n/a
scaffold_1252	eukarya	n/a
scaffold_1253	eukarya	n/a
scaffold_1254	eukarya	n/a
scaffold_1255	eukarya	n/a
scaffold_1256	eukarya	n/a
scaffold_1257	eukarya	n/a
scaffold_1258	eukarya	n/a
scaffold_1259	eukarya	n/a
scaffold_1260	eukarya	n/a
scaffold_1261	eukarya	n/a
scaffold_1262	eukarya	n/a
scaffold_1263	eukarya	n/a
scaffold_1264	eukarya	n/a
scaffold_1265	eukarya	n/a
scaffold_1266	eukarya	n/a
scaffold_1267	eukarya	n/a
scaffold_1268	eukarya	n/a
scaffold_1269	eukarya	n/a
scaffold_1270	eukarya	n/a
scaffold_1271	eukarya	n/a
scaffold_1272	eukarya	n/a
scaffold_1273	eukarya	n/a
scaffold_1274	eukarya	n/a
scaffold_1275	eukarya	n/a
scaffold_1276	eukarya	n/a
scaffold_1277	eukarya	n/a
scaffold_1279	eukarya	n/a
scaffold_1280	eukarya	n/a
scaffold_1282	eukarya	n/a
scaffold_1283	eukarya	n/a
scaffold_1284	eukarya	n/a
scaffold_1285	eukarya	n/a
scaffold_1286	eukarya	n/a
scaffold_1287	eukarya	n/a
scaffold_1288	eukarya	n/a
scaffold_1289	eukarya	n/a
scaffold_1290	eukarya	n/a
scaffold_1291	eukarya	n/a
scaffold_1292	eukarya	n/a
scaffold_1293	eukarya	n/a
scaffold_1294	eukarya	n/a
scaffold_1295	eukarya	n/a
scaffold_1297	eukarya	n/a
scaffold_1298	eukarya	n/a
scaffold_1299	eukarya	n/a
scaffold_1300	eukarya	n/a
scaffold_1301	eukarya	n/a
scaffold_1302	eukarya	n/a
scaffold_1303	eukarya	n/a
scaffold_1304	eukarya	n/a
scaffold_1305	eukarya	n/a
scaffold_1306	eukarya	n/a
scaffold_1307	eukarya	n/a
scaffold_1308	eukarya	n/a
scaffold_1309	eukarya	n/a
scaffold_1310	eukarya	n/a
scaffold_1311	eukarya	n/a
scaffold_1312	eukarya	n/a
scaffold_1313	eukarya	n/a
scaffold_1314	eukarya	n/a
scaffold_1315	eukarya	n/a
scaffold_1316	eukarya	n/a
scaffold_1317	eukarya	n/a
scaffold_1318	eukarya	n/a
scaffold_1319	eukarya	n/a
scaffold_1320	unknown	n/a
scaffold_1321	eukarya	n/a
scaffold_1322	eukarya	n/a
scaffold_1323	eukarya	n/a
scaffold_1324	unknown	n/a
scaffold_1325	eukarya	n/a
scaffold_1326	eukarya	n/a
scaffold_1327	eukarya	n/a
scaffold_1328	eukarya	n/a
scaffold_1329	eukarya	n/a
scaffold_1330	bacteria	n/a
scaffold_1331	eukarya	n/a
scaffold_1332	eukarya	n/a
scaffold_1333	eukarya	n/a
scaffold_1334	eukarya	n/a
scaffold_1335	eukarya	n/a
scaffold_1336	eukarya	n/a
scaffold_1337	eukarya	n/a
scaffold_1338	eukarya	n/a
scaffold_1339	eukarya	n/a
scaffold_1340	eukarya	n/a
scaffold_1341	eukarya	n/a
scaffold_1342	eukarya	n/a
scaffold_1343	eukarya	n/a
scaffold_1344	eukarya	n/a
scaffold_1345	eukarya	n/a
scaffold_1346	eukarya	n/a
scaffold_1347	eukarya	n/a
scaffold_1348	eukarya	n/a
scaffold_1349	eukarya	n/a
scaffold_1350	eukarya	n/a
scaffold_1351	eukarya	n/a
scaffold_1352	eukarya	n/a
scaffold_1353	eukarya	n/a
scaffold_1354	unknown	n/a
scaffold_1355	eukarya	n/a
scaffold_1357	eukarya	n/a
scaffold_1358	bacteria	n/a
scaffold_1359	eukarya	n/a
scaffold_1360	eukarya	n/a
scaffold_1361	eukarya	n/a
scaffold_1362	eukarya	n/a
scaffold_1363	eukarya	n/a
scaffold_1364	eukarya	n/a
scaffold_1365	eukarya	n/a
scaffold_1366	eukarya	n/a
scaffold_1367	eukarya	n/a
scaffold_1368	eukarya	n/a
scaffold_1369	eukarya	n/a
scaffold_1370	eukarya	n/a
scaffold_1371	bacteria	n/a
scaffold_1372	eukarya	n/a
scaffold_1373	eukarya	n/a
scaffold_1374	eukarya	n/a
scaffold_1375	eukarya	n/a
scaffold_1376	eukarya	n/a
scaffold_1377	eukarya	n/a
scaffold_1378	eukarya	n/a
scaffold_1379	eukarya	n/a
scaffold_1380	eukarya	n/a
scaffold_1381	eukarya	n/a
scaffold_1382	eukarya	n/a
scaffold_1383	eukarya	n/a
scaffold_1384	eukarya	n/a
scaffold_1385	eukarya	n/a
scaffold_1386	eukarya	n/a
scaffold_1387	eukarya	n/a
scaffold_1388	eukarya	n/a
scaffold_1389	eukarya	n/a
scaffold_1390	eukarya	n/a
scaffold_1391	eukarya	n/a
scaffold_1392	eukarya	n/a
scaffold_1393	eukarya	n/a
scaffold_1394	eukarya	n/a
scaffold_1395	eukarya	n/a
scaffold_1396	eukarya	n/a
scaffold_1397	bacteria	n/a
scaffold_1398	eukarya	n/a
scaffold_1399	eukarya	n/a
scaffold_1400	eukarya	n/a
scaffold_1401	eukarya	n/a
scaffold_1402	eukarya	n/a
scaffold_1403	eukarya	n/a
scaffold_1404	eukarya	n/a
scaffold_1405	eukarya	n/a
scaffold_1406	eukarya	n/a
scaffold_1407	eukarya	n/a
scaffold_1408	unknown	n/a
scaffold_1409	unknown	n/a
scaffold_1410	eukarya	n/a
scaffold_1411	eukarya	n/a
scaffold_1412	eukarya	n/a
scaffold_1413	eukarya	n/a
scaffold_1414	unknown	n/a
scaffold_1415	eukarya	n/a
scaffold_1416	eukarya	n/a
scaffold_1417	eukarya	n/a
scaffold_1418	eukarya	n/a
scaffold_1419	eukarya	n/a
scaffold_1420	eukarya	n/a
scaffold_1421	eukarya	n/a
scaffold_1422	eukarya	n/a
scaffold_1423	eukarya	n/a
scaffold_1424	eukarya	n/a
scaffold_1425	eukarya	n/a
scaffold_1426	eukarya	n/a
scaffold_1427	eukarya	n/a
scaffold_1428	eukarya	n/a
scaffold_1429	eukarya	n/a
scaffold_1430	eukarya	n/a
scaffold_1431	eukarya	n/a
scaffold_1432	eukarya	n/a
scaffold_1433	eukarya	n/a
scaffold_1434	eukarya	n/a
scaffold_1435	eukarya	n/a
scaffold_1436	eukarya	n/a
scaffold_1437	eukarya	n/a
scaffold_1438	eukarya	n/a
scaffold_1439	eukarya	n/a
scaffold_1440	eukarya	n/a
scaffold_1441	eukarya	n/a
scaffold_1442	unknown	n/a
scaffold_1443	eukarya	n/a
scaffold_1444	eukarya	n/a
scaffold_1445	eukarya	n/a
scaffold_1446	eukarya	n/a
scaffold_1447	unknown	n/a
scaffold_1448	eukarya	n/a
scaffold_1449	eukarya	n/a
scaffold_1450	eukarya	n/a
scaffold_1451	eukarya	n/a
scaffold_1452	eukarya	n/a
scaffold_1453	eukarya	n/a
scaffold_1454	eukarya	n/a
scaffold_1455	eukarya	n/a
scaffold_1456	eukarya	n/a
scaffold_1457	eukarya	n/a
scaffold_1458	eukarya	n/a
scaffold_1459	eukarya	n/a
scaffold_1460	eukarya	n/a
scaffold_1461	eukarya	n/a
scaffold_1462	eukarya	n/a
scaffold_1463	eukarya	n/a
scaffold_1464	eukarya	n/a
scaffold_1465	eukarya	n/a
scaffold_1466	eukarya	n/a
scaffold_1467	eukarya	n/a
scaffold_1468	eukarya	n/a
scaffold_1469	eukarya	n/a
scaffold_1470	eukarya	n/a
scaffold_1471	eukarya	n/a
scaffold_1472	eukarya	n/a
scaffold_1473	eukarya	n/a
scaffold_1474	eukarya	n/a
scaffold_1475	eukarya	n/a
scaffold_1476	eukarya	n/a
scaffold_1477	eukarya	n/a
scaffold_1478	eukarya	n/a
scaffold_1479	eukarya	n/a
scaffold_1480	eukarya	n/a
scaffold_1481	eukarya	n/a
scaffold_1482	eukarya	n/a
scaffold_1483	eukarya	n/a
scaffold_1484	bacteria	n/a
scaffold_1485	eukarya	n/a
scaffold_1486	eukarya	n/a
scaffold_1487	eukarya	n/a
scaffold_1488	eukarya	n/a
scaffold_1489	eukarya	n/a
scaffold_1490	bacteria	n/a
scaffold_1491	eukarya	n/a
scaffold_1492	eukarya	n/a
scaffold_1493	eukarya	n/a
scaffold_1494	eukarya	n/a
scaffold_1495	eukarya	n/a
scaffold_1496	eukarya	n/a
scaffold_1497	eukarya	n/a
scaffold_1499	eukarya	n/a
scaffold_1500	eukarya	n/a
scaffold_1501	eukarya	n/a
scaffold_1502	eukarya	n/a
scaffold_1503	eukarya	n/a
scaffold_1504	eukarya	n/a
scaffold_1505	eukarya	n/a
scaffold_1506	eukarya	n/a
scaffold_1507	eukarya	n/a
scaffold_1508	eukarya	n/a
scaffold_1509	eukarya	n/a
scaffold_1510	eukarya	n/a
scaffold_1511	eukarya	n/a
scaffold_1512	eukarya	n/a
scaffold_1513	eukarya	n/a
scaffold_1514	eukarya	n/a
scaffold_1515	eukarya	n/a
scaffold_1516	eukarya	n/a
scaffold_1517	eukarya	n/a
scaffold_1518	bacteria	n/a
scaffold_1519	eukarya	n/a
scaffold_1520	eukarya	n/a
scaffold_1521	eukarya	n/a
scaffold_1522	eukarya	n/a
scaffold_1523	eukarya	n/a
scaffold_1524	eukarya	n/a
scaffold_1525	eukarya	n/a
scaffold_1526	eukarya	n/a
scaffold_1527	eukarya	n/a
scaffold_1528	eukarya	n/a
scaffold_1529	eukarya	n/a
scaffold_1530	eukarya	n/a
scaffold_1531	eukarya	n/a
scaffold_1532	eukarya	n/a
scaffold_1533	eukarya	n/a
scaffold_1534	eukarya	n/a
scaffold_30	organelle	mitochondrion
scaffold_31	organelle	mitochondrion
scaffold_32	organelle	mitochondrion
scaffold_46	organelle	mitochondrion
scaffold_97	organelle	mitochondrion
scaffold_138	organelle	mitochondrion
scaffold_164	organelle	mitochondrion
scaffold_192	organelle	mitochondrion
scaffold_556	organelle	mitochondrion
scaffold_609	organelle	plastid
scaffold_624	organelle	mitochondrion
scaffold_927	organelle	mitochondrion
scaffold_1075	organelle	plastid
scaffold_1278	organelle	plastid
scaffold_1281	organelle	unknown
scaffold_1296	organelle	mitochondrion
scaffold_1356	organelle	mitochondrion
scaffold_1498	organelle	mitochondrion
