sequence_id	class_fst_stage	class_snd_stage
scaffold_884	eukarya	n/a
scaffold_885	eukarya	n/a
scaffold_886	eukarya	n/a
scaffold_887	eukarya	n/a
scaffold_888	eukarya	n/a
scaffold_889	eukarya	n/a
scaffold_890	eukarya	n/a
scaffold_891	unknown	n/a
scaffold_892	eukarya	n/a
scaffold_893	eukarya	n/a
scaffold_894	eukarya	n/a
scaffold_895	eukarya	n/a
scaffold_897	eukarya	n/a
scaffold_898	unknown	n/a
scaffold_899	eukarya	n/a
scaffold_900	eukarya	n/a
scaffold_901	eukarya	n/a
scaffold_902	eukarya	n/a
scaffold_903	eukarya	n/a
scaffold_904	eukarya	n/a
scaffold_905	eukarya	n/a
scaffold_906	eukarya	n/a
scaffold_907	eukarya	n/a
scaffold_908	eukarya	n/a
scaffold_909	eukarya	n/a
scaffold_910	eukarya	n/a
scaffold_911	eukarya	n/a
scaffold_912	eukarya	n/a
scaffold_913	eukarya	n/a
scaffold_914	eukarya	n/a
scaffold_915	eukarya	n/a
scaffold_916	eukarya	n/a
scaffold_917	eukarya	n/a
scaffold_918	eukarya	n/a
scaffold_919	eukarya	n/a
scaffold_920	eukarya	n/a
scaffold_921	eukarya	n/a
scaffold_922	eukarya	n/a
scaffold_923	eukarya	n/a
scaffold_924	eukarya	n/a
scaffold_925	eukarya	n/a
scaffold_926	eukarya	n/a
scaffold_927	eukarya	n/a
scaffold_928	eukarya	n/a
scaffold_929	eukarya	n/a
scaffold_930	eukarya	n/a
scaffold_931	eukarya	n/a
scaffold_932	eukarya	n/a
scaffold_933	eukarya	n/a
scaffold_934	eukarya	n/a
scaffold_935	eukarya	n/a
scaffold_936	eukarya	n/a
scaffold_937	eukarya	n/a
scaffold_938	eukarya	n/a
scaffold_939	eukarya	n/a
scaffold_940	eukarya	n/a
scaffold_941	eukarya	n/a
scaffold_942	eukarya	n/a
scaffold_943	unknown	n/a
scaffold_944	eukarya	n/a
scaffold_945	eukarya	n/a
scaffold_946	eukarya	n/a
scaffold_947	eukarya	n/a
scaffold_948	eukarya	n/a
scaffold_949	eukarya	n/a
scaffold_950	eukarya	n/a
scaffold_951	eukarya	n/a
scaffold_952	eukarya	n/a
scaffold_953	eukarya	n/a
scaffold_954	eukarya	n/a
scaffold_955	eukarya	n/a
scaffold_956	eukarya	n/a
scaffold_957	eukarya	n/a
scaffold_958	eukarya	n/a
scaffold_959	eukarya	n/a
scaffold_960	eukarya	n/a
scaffold_961	eukarya	n/a
scaffold_962	eukarya	n/a
scaffold_963	eukarya	n/a
scaffold_964	eukarya	n/a
scaffold_965	eukarya	n/a
scaffold_966	eukarya	n/a
scaffold_967	archaea	n/a
scaffold_969	eukarya	n/a
scaffold_970	eukarya	n/a
scaffold_971	eukarya	n/a
scaffold_972	eukarya	n/a
scaffold_973	unknown	n/a
scaffold_974	eukarya	n/a
scaffold_975	eukarya	n/a
scaffold_976	unknown	n/a
scaffold_977	eukarya	n/a
scaffold_979	eukarya	n/a
scaffold_980	eukarya	n/a
scaffold_981	eukarya	n/a
scaffold_982	eukarya	n/a
scaffold_983	eukarya	n/a
scaffold_985	eukarya	n/a
scaffold_986	eukarya	n/a
scaffold_987	eukarya	n/a
scaffold_988	eukarya	n/a
scaffold_989	eukarya	n/a
scaffold_991	eukarya	n/a
scaffold_992	eukarya	n/a
scaffold_993	eukarya	n/a
scaffold_994	eukarya	n/a
scaffold_995	eukarya	n/a
scaffold_996	eukarya	n/a
scaffold_997	eukarya	n/a
scaffold_998	bacteria	n/a
scaffold_999	unknown	n/a
scaffold_1000	eukarya	n/a
scaffold_1001	eukarya	n/a
scaffold_1002	unknown	n/a
scaffold_1003	eukarya	n/a
scaffold_1004	eukarya	n/a
scaffold_1005	eukarya	n/a
scaffold_1006	eukarya	n/a
scaffold_1007	eukarya	n/a
scaffold_1008	eukarya	n/a
scaffold_1009	eukarya	n/a
scaffold_1010	eukarya	n/a
scaffold_1012	bacteria	n/a
scaffold_1013	eukarya	n/a
scaffold_1014	archaea	n/a
scaffold_1015	unknown	n/a
scaffold_1016	eukarya	n/a
scaffold_1017	eukarya	n/a
scaffold_1018	eukarya	n/a
scaffold_1019	eukarya	n/a
scaffold_1020	eukarya	n/a
scaffold_1021	eukarya	n/a
scaffold_1022	eukarya	n/a
scaffold_1023	eukarya	n/a
scaffold_1024	eukarya	n/a
scaffold_1025	eukarya	n/a
scaffold_1026	eukarya	n/a
scaffold_1028	eukarya	n/a
scaffold_1029	eukarya	n/a
scaffold_1030	unknown	n/a
scaffold_1031	eukarya	n/a
scaffold_1032	eukarya	n/a
scaffold_1033	eukarya	n/a
scaffold_1034	eukarya	n/a
scaffold_1035	eukarya	n/a
scaffold_1036	eukarya	n/a
scaffold_1037	eukarya	n/a
scaffold_1038	eukarya	n/a
scaffold_1039	eukarya	n/a
scaffold_1040	eukarya	n/a
scaffold_1041	eukarya	n/a
scaffold_1042	eukarya	n/a
scaffold_1043	eukarya	n/a
scaffold_1044	eukarya	n/a
scaffold_1045	eukarya	n/a
scaffold_1046	eukarya	n/a
scaffold_1047	eukarya	n/a
scaffold_1048	eukarya	n/a
scaffold_1049	eukarya	n/a
scaffold_1050	eukarya	n/a
scaffold_1051	eukarya	n/a
scaffold_1052	eukarya	n/a
scaffold_1053	eukarya	n/a
scaffold_1054	eukarya	n/a
scaffold_1055	eukarya	n/a
scaffold_1056	eukarya	n/a
scaffold_1057	eukarya	n/a
scaffold_1058	unknown	n/a
scaffold_1059	eukarya	n/a
scaffold_1060	eukarya	n/a
scaffold_1061	eukarya	n/a
scaffold_1062	unknown	n/a
scaffold_1063	unknown	n/a
scaffold_1064	eukarya	n/a
scaffold_1065	eukarya	n/a
scaffold_1066	eukarya	n/a
scaffold_1067	unknown	n/a
scaffold_1068	eukarya	n/a
scaffold_1069	eukarya	n/a
scaffold_1070	eukarya	n/a
scaffold_1071	eukarya	n/a
scaffold_1072	eukarya	n/a
scaffold_1073	eukarya	n/a
scaffold_1074	eukarya	n/a
scaffold_1075	eukarya	n/a
scaffold_1076	bacteria	n/a
scaffold_1077	eukarya	n/a
scaffold_1078	eukarya	n/a
scaffold_1079	eukarya	n/a
scaffold_1080	archaea	n/a
scaffold_1081	eukarya	n/a
scaffold_1082	eukarya	n/a
scaffold_1083	eukarya	n/a
scaffold_1084	eukarya	n/a
scaffold_1085	eukarya	n/a
scaffold_1086	eukarya	n/a
scaffold_1087	unknown	n/a
scaffold_1088	eukarya	n/a
scaffold_1089	eukarya	n/a
scaffold_1090	eukarya	n/a
scaffold_1091	eukarya	n/a
scaffold_1092	eukarya	n/a
scaffold_1093	eukarya	n/a
scaffold_1094	eukarya	n/a
scaffold_1095	eukarya	n/a
scaffold_1096	eukarya	n/a
scaffold_1097	eukarya	n/a
scaffold_1098	eukarya	n/a
scaffold_1099	eukarya	n/a
scaffold_1100	unknown	n/a
scaffold_1101	unknown	n/a
scaffold_1102	eukarya	n/a
scaffold_1103	eukarya	n/a
scaffold_1104	eukarya	n/a
scaffold_1105	bacteria	n/a
scaffold_1107	eukarya	n/a
scaffold_1108	eukarya	n/a
scaffold_1109	eukarya	n/a
scaffold_1110	eukarya	n/a
scaffold_1111	eukarya	n/a
scaffold_1113	eukarya	n/a
scaffold_1114	eukarya	n/a
scaffold_1115	eukarya	n/a
scaffold_1116	eukarya	n/a
scaffold_1117	eukarya	n/a
scaffold_1118	eukarya	n/a
scaffold_1119	eukarya	n/a
scaffold_1120	eukarya	n/a
scaffold_1121	unknown	n/a
scaffold_1122	eukarya	n/a
scaffold_1123	eukarya	n/a
scaffold_1124	eukarya	n/a
scaffold_1125	eukarya	n/a
scaffold_1126	eukarya	n/a
scaffold_1128	eukarya	n/a
scaffold_1129	eukarya	n/a
scaffold_1130	eukarya	n/a
scaffold_1131	eukarya	n/a
scaffold_1132	bacteria	n/a
scaffold_1133	eukarya	n/a
scaffold_1134	eukarya	n/a
scaffold_1135	eukarya	n/a
scaffold_1136	eukarya	n/a
scaffold_1137	eukarya	n/a
scaffold_1138	eukarya	n/a
scaffold_1139	eukarya	n/a
scaffold_1140	eukarya	n/a
scaffold_1141	eukarya	n/a
scaffold_1142	eukarya	n/a
scaffold_1145	eukarya	n/a
scaffold_1146	eukarya	n/a
scaffold_1147	eukarya	n/a
scaffold_1148	eukarya	n/a
scaffold_1149	bacteria	n/a
scaffold_1150	eukarya	n/a
scaffold_1151	eukarya	n/a
scaffold_1152	eukarya	n/a
scaffold_1153	eukarya	n/a
scaffold_1154	eukarya	n/a
scaffold_1155	eukarya	n/a
scaffold_1156	eukarya	n/a
scaffold_1157	eukarya	n/a
scaffold_1158	eukarya	n/a
scaffold_1159	eukarya	n/a
scaffold_1160	eukarya	n/a
scaffold_1161	eukarya	n/a
scaffold_1162	eukarya	n/a
scaffold_1163	eukarya	n/a
scaffold_1164	unknown	n/a
scaffold_1165	eukarya	n/a
scaffold_1166	eukarya	n/a
scaffold_1167	eukarya	n/a
scaffold_1168	eukarya	n/a
scaffold_1169	eukarya	n/a
scaffold_1170	eukarya	n/a
scaffold_1171	eukarya	n/a
scaffold_1172	eukarya	n/a
scaffold_1173	eukarya	n/a
scaffold_1174	archaea	n/a
scaffold_1175	eukarya	n/a
scaffold_1176	eukarya	n/a
scaffold_1177	eukarya	n/a
scaffold_1178	eukarya	n/a
scaffold_1179	eukarya	n/a
scaffold_1180	eukarya	n/a
scaffold_1181	eukarya	n/a
scaffold_1182	eukarya	n/a
scaffold_1183	eukarya	n/a
scaffold_1184	unknown	n/a
scaffold_1185	eukarya	n/a
scaffold_1186	eukarya	n/a
scaffold_1187	unknown	n/a
scaffold_1188	unknown	n/a
scaffold_1189	eukarya	n/a
scaffold_1190	eukarya	n/a
scaffold_1191	eukarya	n/a
scaffold_1192	eukarya	n/a
scaffold_1193	eukarya	n/a
scaffold_1194	eukarya	n/a
scaffold_1195	eukarya	n/a
scaffold_1196	eukarya	n/a
scaffold_1197	eukarya	n/a
scaffold_1198	eukarya	n/a
scaffold_1199	eukarya	n/a
scaffold_1200	eukarya	n/a
scaffold_1201	eukarya	n/a
scaffold_1202	eukarya	n/a
scaffold_1203	eukarya	n/a
scaffold_1204	eukarya	n/a
scaffold_1205	eukarya	n/a
scaffold_1206	eukarya	n/a
scaffold_1207	eukarya	n/a
scaffold_1209	eukarya	n/a
scaffold_1210	eukarya	n/a
scaffold_1211	unknown	n/a
scaffold_1212	eukarya	n/a
scaffold_1213	eukarya	n/a
scaffold_1214	eukarya	n/a
scaffold_1215	eukarya	n/a
scaffold_1216	eukarya	n/a
scaffold_1217	eukarya	n/a
scaffold_1218	eukarya	n/a
scaffold_1219	eukarya	n/a
scaffold_1220	eukarya	n/a
scaffold_1221	eukarya	n/a
scaffold_1222	eukarya	n/a
scaffold_1223	eukarya	n/a
scaffold_1224	eukarya	n/a
scaffold_1226	eukarya	n/a
scaffold_1227	eukarya	n/a
scaffold_1228	eukarya	n/a
scaffold_1229	eukarya	n/a
scaffold_1230	eukarya	n/a
scaffold_1232	eukarya	n/a
scaffold_1233	eukarya	n/a
scaffold_1234	eukarya	n/a
scaffold_1235	eukarya	n/a
scaffold_1236	eukarya	n/a
scaffold_31	organelle	mitochondrion
scaffold_33	organelle	mitochondrion
scaffold_37	organelle	mitochondrion
scaffold_43	organelle	mitochondrion
scaffold_76	organelle	mitochondrion
scaffold_300	organelle	mitochondrion
scaffold_464	organelle	mitochondrion
scaffold_663	organelle	plastid
scaffold_757	organelle	mitochondrion
scaffold_844	organelle	mitochondrion
scaffold_896	organelle	mitochondrion
scaffold_968	organelle	mitochondrion
scaffold_978	organelle	plastid
scaffold_984	organelle	mitochondrion
scaffold_990	organelle	mitochondrion
scaffold_1011	organelle	plastid
scaffold_1027	organelle	mitochondrion
scaffold_1106	organelle	unknown
scaffold_1112	organelle	mitochondrion
scaffold_1127	organelle	mitochondrion
scaffold_1143	organelle	mitochondrion
scaffold_1144	organelle	mitochondrion
scaffold_1208	organelle	mitochondrion
scaffold_1225	organelle	plastid
scaffold_1231	organelle	mitochondrion
scaffold_1237	organelle	mitochondrion
